	sentence	label	topic_label	old_word_based_cf_sentence
8236	_twitter-entity_ shit not sweet nomore	1	1	_twitter-entity_ shit not sweet nomore
8237	we're the millers is seriously one of the funniest movies	1	0	we're the millers is seriously one of the funniest movies
8238	â _twitter-entity_ : _twitter-entity_ nawl ... mother nature .. but still ! get up ! â let her sleep !! let her sleep !!!	0	1	â _twitter-entity_ : _twitter-entity_ nawl ... mother nature .. but still ! get up ! â let her sleep !! let her sleep !!!
8239	_twitter-entity_ why not	0	1	_twitter-entity_ why not
8240	me- i can't even keep my eyes open , i try to open em , but they keep shuttin ' _twitter-entity_ - you probably have a highover , not a hangover	1	0	me- i can't even keep my eyes open , i try to open em , but they keep shuttin ' _twitter-entity_ - you probably have a highover , not a hangover
8241	killing time at tournaments is a great way to gain weight	0	0	killing time at tournaments is a great way to gain weight
8242	mill please go 2 the hospital	0	1	mill please go 2 the hospital
8243	_twitter-entity_ sig is a clown	1	0	_twitter-entity_ sig is a clown
8244	damn deant .	1	1	damn deant .
8245	_twitter-entity_ yea i was just cramping bad	0	1	_twitter-entity_ yea i was just cramping bad
8246	i want my taurean	0	1	i want my taurean
8247	â _twitter-entity_ : _twitter-entity_ like where can i find theseâ irdk .	1	1	â _twitter-entity_ : _twitter-entity_ like where can i find theseâ irdk .
8248	wud a day lmfao ctfu ..	1	1	wud a day lmfao ctfu ..
8249	"\the fuck you saying you fat fuck . "" """	1	0	"\the fuck you saying you fat fuck . "" """
8250	kash dnt get cause nippy on the tl	1	1	kash dnt get cause nippy on the tl
8251	knowing damn well my ass look like 2 cup cakes	0	1	knowing damn well my ass look like 2 cup cakes
8252	all black today	1	0	all black today
8253	i wish you had better service	0	0	i wish you had better service
8254	_twitter-entity_ _twitter-entity_ dude i close on friday at the woods	0	0	_twitter-entity_ _twitter-entity_ dude i close on friday at the woods
8255	lawlz lawlz today i chipped in from like 10 yards and it was only a par	1	0	lawlz lawlz today i chipped in from like 10 yards and it was only a par
8256	i'm ready for bed	0	0	i'm ready for bed
8257	traffic is a beach ..	0	1	traffic is a beach ..
8258	grandma gotta come scoop me	0	1	grandma gotta come scoop me
8259	my mom drawlin	0	1	my mom drawlin
8260	_twitter-entity_ _twitter-entity_ its not like that lls	1	1	_twitter-entity_ _twitter-entity_ its not like that lls
8261	i'm honestly going crazy just sitting around and watching house all day . i need to get out .	0	0	i'm honestly going crazy just sitting around and watching house all day . i need to get out .
8262	plus me & amp ; keshan got tatted	1	1	plus me & amp ; keshan got tatted
8263	_twitter-entity_ _twitter-entity_ jeal	0	0	_twitter-entity_ _twitter-entity_ jeal
8264	she nasty â	0	1	she nasty â
8265	_twitter-entity_ you dont know which house is mine so . . âï¸	1	1	_twitter-entity_ you dont know which house is mine so . . âï¸
8266	jonae got me outside knowing it's cold	0	1	jonae got me outside knowing it's cold
8267	i'm not even listening anymore	0	1	i'm not even listening anymore
8268	_twitter-entity_ _twitter-entity_ i'm good	1	0	_twitter-entity_ _twitter-entity_ i'm good
8269	_twitter-entity_ but the way my lazy ass set up don't feel like getting out of bed	0	1	_twitter-entity_ but the way my lazy ass set up don't feel like getting out of bed
8270	when i see cute boys i honk at them	1	0	when i see cute boys i honk at them
8271	â _twitter-entity_ : _twitter-entity_ jeezy don't do itâ i'm beyond tempted	1	1	â _twitter-entity_ : _twitter-entity_ jeezy don't do itâ i'm beyond tempted
8272	wait ... maisies not an eighth grader ? _twitter-entity_	1	0	wait ... maisies not an eighth grader ? _twitter-entity_
8273	that picture from the summer & lt ; & lt ; & lt ; & lt ; my hair used to be so long , why'd i cut it off ?	0	0	that picture from the summer & lt ; & lt ; & lt ; & lt ; my hair used to be so long , why'd i cut it off ?
8274	_twitter-entity_ everything !!!	0	1	_twitter-entity_ everything !!!
8275	she not 2 faced but she got 2 faces !!!	1	1	she not 2 faced but she got 2 faces !!!
8276	_twitter-entity_ i am cracking up right now !! we are so funny !! lol	1	0	_twitter-entity_ i am cracking up right now !! we are so funny !! lol
8277	i just thought about the first time ms sheena read us a cat people . _twitter-entity_ and i were looking like !!	1	0	i just thought about the first time ms sheena read us a cat people . _twitter-entity_ and i were looking like !!
8278	"everybody wanna say \b "" na , fuck outta here !! """	0	1	"everybody wanna say \b "" na , fuck outta here !! """
8279	my back up car â	0	1	my back up car â
8280	fresh out the shower doee	1	1	fresh out the shower doee
8281	moms going to come in my room and yell at me and tell me to fold clothes . #likeno	0	0	moms going to come in my room and yell at me and tell me to fold clothes . #likeno
8282	oomf swear she got titties yo	1	1	oomf swear she got titties yo
8283	i wish my grandparents were here already #missthem	0	0	i wish my grandparents were here already #missthem
8284	"he said \ i got love for y'all niggas "" , he wasn't even dissing anybody keep calm """	0	1	"he said \ i got love for y'all niggas "" , he wasn't even dissing anybody keep calm """
8285	this graduation process though i just better get a job straight outta school man	0	1	this graduation process though i just better get a job straight outta school man
8286	that picture pretty much explains my life	1	0	that picture pretty much explains my life
8287	_twitter-entity_ hell yeah haha	1	0	_twitter-entity_ hell yeah haha
8288	im mad now	0	1	im mad now
8289	_twitter-entity_ okay and of course not , we're gonna be the troublemakers	1	0	_twitter-entity_ okay and of course not , we're gonna be the troublemakers
8290	_twitter-entity_ teehee , some guy yelled at him	1	0	_twitter-entity_ teehee , some guy yelled at him
8291	i gotta keep the same circle cause a lot of these dudes act lame to me	0	1	i gotta keep the same circle cause a lot of these dudes act lame to me
8292	them fire red 3s ugly too me .	0	1	them fire red 3s ugly too me .
8293	all that fucking candy we had is gone ! them niggas ate like 10lb+ of candy in like 2 weeks	0	1	all that fucking candy we had is gone ! them niggas ate like 10lb+ of candy in like 2 weeks
8294	i've been awake for 5 minutes and my dad has already managed to piss me off .	0	0	i've been awake for 5 minutes and my dad has already managed to piss me off .
8295	_twitter-entity_ you just killed me	1	0	_twitter-entity_ you just killed me
8296	_twitter-entity_ julia !! hahahah	0	0	_twitter-entity_ julia !! hahahah
8297	such a nervous wreck already	1	0	such a nervous wreck already
8298	_twitter-entity_ it's you ! #nostalgia	0	0	_twitter-entity_ it's you ! #nostalgia
8299	"\ _twitter-entity_ : :: i ain't heard from my nigga scoot in a minute somebody kidnapped my nigga "" i said the same shit """	0	1	"\ _twitter-entity_ : :: i ain't heard from my nigga scoot in a minute somebody kidnapped my nigga "" i said the same shit """
8300	ty said ima stalker . â . bol .	1	1	ty said ima stalker . â . bol .
8301	my bed got clothes alll over it	0	1	my bed got clothes alll over it
8302	_twitter-entity_ good cuz it's on	1	0	_twitter-entity_ good cuz it's on
8303	why don't they have roll bounce on netflix	0	0	why don't they have roll bounce on netflix
8304	_twitter-entity_ hahaha that picture is horrible	1	0	_twitter-entity_ hahaha that picture is horrible
8305	got soap in my eyes	0	0	got soap in my eyes
8306	two can play this game	1	0	two can play this game
8307	oh wait â i'm mixed	1	0	oh wait â i'm mixed
8308	â _twitter-entity_ : â _twitter-entity_ : of course we had our ups & amp ; amp ; amp ; down but i gotta keep you aroundâ we care ? â you do !	1	1	â _twitter-entity_ : â _twitter-entity_ : of course we had our ups & amp ; amp ; amp ; down but i gotta keep you aroundâ we care ? â you do !
8309	oh my jesus !!!!!! im sick ... and feel like shit	0	1	oh my jesus !!!!!! im sick ... and feel like shit
8310	man i can't get my nap	0	1	man i can't get my nap
8311	_twitter-entity_ lmao ummm ok	1	1	_twitter-entity_ lmao ummm ok
8312	_twitter-entity_ hahahah they are always mean ! #butfunny	1	0	_twitter-entity_ hahahah they are always mean ! #butfunny
8313	mama : you ate anything ? me : umm no mama : yy yhew ain't eatmehell you dnt feed me ) ain't nun to eat mama : oh ok lord help my mama	0	1	mama : you ate anything ? me : umm no mama : yy yhew ain't eatmehell you dnt feed me ) ain't nun to eat mama : oh ok lord help my mama
8314	i wanna cake y'all âºï¸	1	1	i wanna cake y'all âºï¸
8315	i need to work out	0	0	i need to work out
8316	i really want some boneless wings but don't wanna go eat alone	0	0	i really want some boneless wings but don't wanna go eat alone
8317	hahaha such a random , but good night with _twitter-entity_	1	0	hahaha such a random , but good night with _twitter-entity_
8318	i'm sick of this income tax shit !	0	1	i'm sick of this income tax shit !
8319	can't tell if my boyfriend is being a dick orrrrr i'm just reading to much into shiiit	0	0	can't tell if my boyfriend is being a dick orrrrr i'm just reading to much into shiiit
8320	"when people are like \come on pussy do it "" and you're like "" that helped nothing , this still fells like a stupid idea ! "" """	1	0	"when people are like \come on pussy do it "" and you're like "" that helped nothing , this still fells like a stupid idea ! "" """
8321	i hate that i haven't felt good all day	0	0	i hate that i haven't felt good all day
8322	ima whoop yo ass like a souja betta stop playing with me lols !! _twitter-entity_	1	1	ima whoop yo ass like a souja betta stop playing with me lols !! _twitter-entity_
8323	well he at work so imma chill & amp ; find somebody to talk too !	1	1	well he at work so imma chill & amp ; find somebody to talk too !
8324	my phones already at 25% frickkk	0	0	my phones already at 25% frickkk
8325	someone bring food to burkholder's room rn .	0	0	someone bring food to burkholder's room rn .
8326	â _twitter-entity_ : who wan talk to me ... nobody ? oh ard . â fuck you	0	1	â _twitter-entity_ : who wan talk to me ... nobody ? oh ard . â fuck you
8327	well that was a relief	1	0	well that was a relief
8328	i'm getting off here . â	0	1	i'm getting off here . â
8329	going to work at 7 am after a brewer game is not a good idea ....	0	0	going to work at 7 am after a brewer game is not a good idea ....
8330	_twitter-entity_ please tell me you didnt replace fluffffyyy	0	0	_twitter-entity_ please tell me you didnt replace fluffffyyy
8331	feeling i just got ...	0	1	feeling i just got ...
8332	woah ! lol	1	0	woah ! lol
8333	fxck all y'all thots	1	1	fxck all y'all thots
8334	#oomf still run through my mind	0	1	#oomf still run through my mind
8335	_twitter-entity_ yayyy , i have a game at 3 then i'm coming to yor game at 5 we should hit the parks tonight	1	0	_twitter-entity_ yayyy , i have a game at 3 then i'm coming to yor game at 5 we should hit the parks tonight
8336	â _twitter-entity_ : smash & amp ; pass â lol u funny man	1	1	â _twitter-entity_ : smash & amp ; pass â lol u funny man
8337	"\i go to work ! "" """	1	1	"\i go to work ! "" """
8338	_twitter-entity_ and my history professor throwing shit at us during class #fuckoff	0	0	_twitter-entity_ and my history professor throwing shit at us during class #fuckoff
8339	_twitter-entity_ she dont like me	0	1	_twitter-entity_ she dont like me
8340	on skype with jaelah	1	1	on skype with jaelah
8341	blahhhh im done wasting my time	1	1	blahhhh im done wasting my time
8342	yeeeeessss !!! be all in my feelings at 10:20 am â _twitter-entity_ : _twitter-entity_ lol . it makes you feel some type ah right right ? â	0	1	yeeeeessss !!! be all in my feelings at 10:20 am â _twitter-entity_ : _twitter-entity_ lol . it makes you feel some type ah right right ? â
8343	â _twitter-entity_ : _twitter-entity_ lol oh you just had to say nika huhâ yup	0	1	â _twitter-entity_ : _twitter-entity_ lol oh you just had to say nika huhâ yup
8344	_twitter-entity_ ion have no meat	0	1	_twitter-entity_ ion have no meat
8345	_twitter-entity_ ghetto translations be funny afâ &amp; trueeee .!	1	1	_twitter-entity_ ghetto translations be funny afâ &amp; trueeee .!
8346	"\whr her ass ??? "" """	1	1	"\whr her ass ??? "" """
8347	_twitter-entity_ noo lol crabmeat au gratin i was trying not to say it lol	1	1	_twitter-entity_ noo lol crabmeat au gratin i was trying not to say it lol
8348	my work is trying to shit on my soul	0	0	my work is trying to shit on my soul
8349	_twitter-entity_ watchu got goin on 2day ? how was yur wkend !	1	1	_twitter-entity_ watchu got goin on 2day ? how was yur wkend !
8350	â _twitter-entity_ : this diaper bag tho â lmao man my homeboy tried !!	0	1	â _twitter-entity_ : this diaper bag tho â lmao man my homeboy tried !!
8351	battery is at 12% & amp ; dropping #iphoneprobz	0	0	battery is at 12% & amp ; dropping #iphoneprobz
8352	damn it ! that just made it worse ...	0	0	damn it ! that just made it worse ...
8353	goodmorning/goodnight , i was up forever â¤	0	1	goodmorning/goodnight , i was up forever â¤
8354	i'm so bored , i need friends around here to hang out with !	0	0	i'm so bored , i need friends around here to hang out with !
8355	_twitter-entity_ i walked in my house and my mom was screaming at the tv because of it	1	0	_twitter-entity_ i walked in my house and my mom was screaming at the tv because of it
8356	had 6 days off in a row and work punishes me by scheduling me 8 days in a row	0	0	had 6 days off in a row and work punishes me by scheduling me 8 days in a row
8357	can you imagine how live pittsburgh will be if we win the world series ?	0	0	can you imagine how live pittsburgh will be if we win the world series ?
8358	with all my friends at the bonfire	0	0	with all my friends at the bonfire
8359	_twitter-entity_ we was going off on each other , in the hallway tho	0	1	_twitter-entity_ we was going off on each other , in the hallway tho
8360	omgg my body aches so bad , and i can't fall asleep .	0	0	omgg my body aches so bad , and i can't fall asleep .
8361	lol !!! shut up	1	1	lol !!! shut up
8362	and i have to give my aunt 100$ that same weekend getaway for her bday my pockets crying out broke lol	0	1	and i have to give my aunt 100$ that same weekend getaway for her bday my pockets crying out broke lol
8363	.... no words	1	0	.... no words
8364	_twitter-entity_ your welcome ma lol	1	1	_twitter-entity_ your welcome ma lol
8365	_twitter-entity_ i wish i had all those pictures from the google hangout thing or whatever it's called . i went crazy on that	1	0	_twitter-entity_ i wish i had all those pictures from the google hangout thing or whatever it's called . i went crazy on that
8366	i watched kenzie vidal trip up the stairs !! lol #toofunny #bde	1	0	i watched kenzie vidal trip up the stairs !! lol #toofunny #bde
8367	people so temporary .	0	1	people so temporary .
8368	mariah carey can get it her and nicki minaj its something bout them yellow girls	1	1	mariah carey can get it her and nicki minaj its something bout them yellow girls
8369	hate when ppl assume shit ! if you think i'm talking about you ! dm me or call me ! nd trust i'll let you know	1	1	hate when ppl assume shit ! if you think i'm talking about you ! dm me or call me ! nd trust i'll let you know
8370	i swear ...	0	1	i swear ...
8371	gotta get back to a normal sleep schedule . 3am-2pm isn't going to work to well after next week .	0	0	gotta get back to a normal sleep schedule . 3am-2pm isn't going to work to well after next week .
8372	i know me _twitter-entity_ _twitter-entity_ _twitter-entity_ _twitter-entity_ _twitter-entity_ will be friends forever because of this blue notebook of names	1	0	i know me _twitter-entity_ _twitter-entity_ _twitter-entity_ _twitter-entity_ _twitter-entity_ will be friends forever because of this blue notebook of names
8373	â _twitter-entity_ : rihanna & amp ; j cole got a sex tape lol i swear that hoe has no chill modeâ say it aint so	1	1	â _twitter-entity_ : rihanna & amp ; j cole got a sex tape lol i swear that hoe has no chill modeâ say it aint so
8374	looks like i have to go to summer school fucking great	0	0	looks like i have to go to summer school fucking great
8375	brianna play all day talm bout their go your bus right there . i turn around & amp ; it's elijah ! i'm like you stupid bitch	0	1	brianna play all day talm bout their go your bus right there . i turn around & amp ; it's elijah ! i'm like you stupid bitch
8376	_twitter-entity_ you don't want it , i feel do poopy	0	0	_twitter-entity_ you don't want it , i feel do poopy
8377	_twitter-entity_ u trynin get some grip .... classic shyt !!!... glad u kept it real step & lt ;3	1	1	_twitter-entity_ u trynin get some grip .... classic shyt !!!... glad u kept it real step & lt ;3
8378	i missed him	0	1	i missed him
8379	i'm fucking ready for school to be done ...	0	1	i'm fucking ready for school to be done ...
8380	_twitter-entity_ yep llf bootleg !	0	1	_twitter-entity_ yep llf bootleg !
8381	so so sick .... #miserable	0	0	so so sick .... #miserable
8382	"\ _twitter-entity_ : i really love my grandma """""	1	1	"\ _twitter-entity_ : i really love my grandma """""
8383	son i know #oomf aint cut his hair , i pray	0	1	son i know #oomf aint cut his hair , i pray
8384	today would be such a good star wars marathon day	1	0	today would be such a good star wars marathon day
8385	i can't believe i'm missing tonight	0	0	i can't believe i'm missing tonight
8386	i got this banging ass headache	0	1	i got this banging ass headache
8387	quit giving twitter a show because when y'all make up next week imma be the one talking shit !	1	1	quit giving twitter a show because when y'all make up next week imma be the one talking shit !
8388	b l a h !	0	1	b l a h !
8389	"\ _twitter-entity_ : i miss oomf """""	1	1	"\ _twitter-entity_ : i miss oomf """""
8390	_twitter-entity_ ah snap .... i miss them	1	0	_twitter-entity_ ah snap .... i miss them
8391	_twitter-entity_ dudeee miss you	1	0	_twitter-entity_ dudeee miss you
8392	i hate having the hiccups !!	0	0	i hate having the hiccups !!
8393	pour it up make me wanna dance with my boo like its the last song for the night in the club	1	1	pour it up make me wanna dance with my boo like its the last song for the night in the club
8394	free my daddy eye	1	1	free my daddy eye
8395	_twitter-entity_ i was more focused on spelling absolutely right	1	0	_twitter-entity_ i was more focused on spelling absolutely right
8396	made friends with the bunny supplier for friendly pets . i want a bby bunny so bad	0	0	made friends with the bunny supplier for friendly pets . i want a bby bunny so bad
8397	the fact im still smilingg !	1	1	the fact im still smilingg !
8398	lol gurley ain't doin shit wit his soft ass	1	1	lol gurley ain't doin shit wit his soft ass
8399	_twitter-entity_ i was just looking the circus up which would you rather ? the circus is 20	1	0	_twitter-entity_ i was just looking the circus up which would you rather ? the circus is 20
8400	when tuesday is over 277372938194820 weights will be lifted off my shoulders	1	0	when tuesday is over 277372938194820 weights will be lifted off my shoulders
8401	i think i made quanaziah mad	0	1	i think i made quanaziah mad
8402	_twitter-entity_ got _twitter-entity_ stuck in the spinny door at the hospital	1	0	_twitter-entity_ got _twitter-entity_ stuck in the spinny door at the hospital
8403	in my bed laid up watching tv coolingg	1	1	in my bed laid up watching tv coolingg
8404	what am i gonna do without _twitter-entity_ this weekend !? #seriouslythough	0	0	what am i gonna do without _twitter-entity_ this weekend !? #seriouslythough
8405	i wish everytime i spent money id automatically get it back while i'm sleep .. #wishfulthinking	0	1	i wish everytime i spent money id automatically get it back while i'm sleep .. #wishfulthinking
8406	_twitter-entity_ literally lol'd at this	1	0	_twitter-entity_ literally lol'd at this
8407	"when shit get real now then its \im just playin "" , when people hatin now then its "" im just sayin "" """	0	1	"when shit get real now then its \im just playin "" , when people hatin now then its "" im just sayin "" """
8408	i ain't playing wit u i aint trying yo dance wit u	1	1	i ain't playing wit u i aint trying yo dance wit u
8409	off finally ! shit !	0	1	off finally ! shit !
8410	better be ready when i see u !!!	1	1	better be ready when i see u !!!
8411	i've been giving less and less fucks about what i wear the last few days	1	0	i've been giving less and less fucks about what i wear the last few days
8412	i want a girl	0	1	i want a girl
8413	chilling , got locked out my room	0	1	chilling , got locked out my room
8414	excited to cook dinner tonight , i seriously don't do it enough .	1	0	excited to cook dinner tonight , i seriously don't do it enough .
8415	i've had a migraine and cramps all day . omffff .	0	0	i've had a migraine and cramps all day . omffff .
8416	it's alot of hoes going through it	1	1	it's alot of hoes going through it
8417	i need a dress before the 11th of oct	0	1	i need a dress before the 11th of oct
8418	oh well we in a rentalso if we crash im suing them & amp ; & amp ; his ass	1	1	oh well we in a rentalso if we crash im suing them & amp ; & amp ; his ass
8419	_twitter-entity_ it hit that mark last year , too . my friend and i saw it , then left to just go grab a spot for fireworks . good times . lol !	1	1	_twitter-entity_ it hit that mark last year , too . my friend and i saw it , then left to just go grab a spot for fireworks . good times . lol !
8420	_twitter-entity_ lol . truuuuu : )	1	1	_twitter-entity_ lol . truuuuu : )
8421	â _twitter-entity_ : _twitter-entity_ aww see you âï¸âbyeee	0	1	â _twitter-entity_ : _twitter-entity_ aww see you âï¸âbyeee
8422	_twitter-entity_ _twitter-entity_ haha	1	0	_twitter-entity_ _twitter-entity_ haha
8423	_twitter-entity_ see ? it's pitiful that you know exactly who i'm referring to .	1	0	_twitter-entity_ see ? it's pitiful that you know exactly who i'm referring to .
8424	i made kevin watch either the last song or the notebook and he cried .	1	0	i made kevin watch either the last song or the notebook and he cried .
8425	i just want some mcdonald's hot chocolate	1	0	i just want some mcdonald's hot chocolate
8426	i'm in tears	1	1	i'm in tears
8427	"\we only have grape jelly ma'am "" me : """	0	1	"\we only have grape jelly ma'am "" me : """
8428	this mf gonna knock on my door like he's the police	0	1	this mf gonna knock on my door like he's the police
8429	i want to joust with jacob at senior antics tonight	1	0	i want to joust with jacob at senior antics tonight
8430	_twitter-entity_ i was jus gon ask bout weave for u anyway ...	0	1	_twitter-entity_ i was jus gon ask bout weave for u anyway ...
8431	bruh im finna block kabrina being gay	0	1	bruh im finna block kabrina being gay
8432	getting my hair bleached pray for me hope i don't have a bald head	0	1	getting my hair bleached pray for me hope i don't have a bald head
8433	haven't heard from yu in 4 days & amp ; all i get is a hey . wtf !	0	1	haven't heard from yu in 4 days & amp ; all i get is a hey . wtf !
8434	the only person i have right now is myself & amp ; i'm ok with that because next year i'm going to be by myself in college	1	0	the only person i have right now is myself & amp ; i'm ok with that because next year i'm going to be by myself in college
8435	slapped the shit out of kiernan	1	0	slapped the shit out of kiernan
8436	and she cashin out	1	1	and she cashin out
8437	"\ _twitter-entity_ : only two people told me goodmorning , "" goodmorning & gt ; """	0	1	"\ _twitter-entity_ : only two people told me goodmorning , "" goodmorning & gt ; """
8438	_twitter-entity_ _twitter-entity_ hahahahah	1	0	_twitter-entity_ _twitter-entity_ hahahahah
8439	#oomf cute as shit moe	1	1	#oomf cute as shit moe
8440	snap chat screen shot wars with _twitter-entity_ #bitchitson	1	0	snap chat screen shot wars with _twitter-entity_ #bitchitson
8441	_twitter-entity_ you better now at school tomorrow !! you can't leave me in spanish by myself again !!	0	0	_twitter-entity_ you better now at school tomorrow !! you can't leave me in spanish by myself again !!
8442	my chest is so congested it's so hard to breathe	0	0	my chest is so congested it's so hard to breathe
8443	what you don't understand the one laughin wit you is the one talkin bout you	1	1	what you don't understand the one laughin wit you is the one talkin bout you
8444	she gonna shake it like a rednose	1	1	she gonna shake it like a rednose
8445	kimmie always want a damn dm	0	1	kimmie always want a damn dm
8446	_twitter-entity_ _twitter-entity_ aww i love this pic ! love you booski !	1	1	_twitter-entity_ _twitter-entity_ aww i love this pic ! love you booski !
8447	_twitter-entity_ my status that i said before i said that was rude	1	0	_twitter-entity_ my status that i said before i said that was rude
8448	_twitter-entity_ lmao , pothead ass !	1	1	_twitter-entity_ lmao , pothead ass !
8449	_twitter-entity_ mines dual credit so i'm aiming for above an 80 that's a b at lakeland . other than that , idc . lol	1	0	_twitter-entity_ mines dual credit so i'm aiming for above an 80 that's a b at lakeland . other than that , idc . lol
8450	sho tomorrow ... bet you already know it	1	1	sho tomorrow ... bet you already know it
8451	_twitter-entity_ fuck yhu ! yhu round the corner ? cause im rey come fuck yhu up	1	1	_twitter-entity_ fuck yhu ! yhu round the corner ? cause im rey come fuck yhu up
8452	i hate my stepdad so much	0	0	i hate my stepdad so much
8453	the pictures i'm snapchatting &gt; & gt ; & gt ; how embaressing hahahha	1	0	the pictures i'm snapchatting &gt; & gt ; & gt ; how embaressing hahahha
8454	wc kid gets swatted on his shot . then gets a technical .	1	0	wc kid gets swatted on his shot . then gets a technical .
8455	they need to make one of these emojis hockey friendly . they have all of their teeth . and they definitely aren't tendies .	1	0	they need to make one of these emojis hockey friendly . they have all of their teeth . and they definitely aren't tendies .
8456	_twitter-entity_ omg i totally just realized what you were referring to !	1	0	_twitter-entity_ omg i totally just realized what you were referring to !
8457	~ hitsquad or no squad ~ !! ~ bricksquad or no squad ~ !! #hann	1	1	~ hitsquad or no squad ~ !! ~ bricksquad or no squad ~ !! #hann
8458	i need my nails done so bad	0	0	i need my nails done so bad
8459	â _twitter-entity_ : good morning !! â goodmorning	1	1	â _twitter-entity_ : good morning !! â goodmorning
8460	tonight i feel & amp ; i'm just stuck at home .. sorry i keep complaining	1	0	tonight i feel & amp ; i'm just stuck at home .. sorry i keep complaining
8461	but in the beginning if the year no one knew who ed was	0	0	but in the beginning if the year no one knew who ed was
8462	my wisdom teeth right now	0	0	my wisdom teeth right now
8463	i always have such high expectations for nye night and i'm always let down	1	0	i always have such high expectations for nye night and i'm always let down
8464	"\ _twitter-entity_ : how is a type of weather sex weather ? y'all just wanna fuck """""	1	1	"\ _twitter-entity_ : how is a type of weather sex weather ? y'all just wanna fuck """""
8465	_twitter-entity_ _twitter-entity_ we're going to hell	1	0	_twitter-entity_ _twitter-entity_ we're going to hell
8466	im sick as shit	0	1	im sick as shit
8467	_twitter-entity_ yess huh u ment it	1	1	_twitter-entity_ yess huh u ment it
8468	trynna watch m2m and keep getting disturbed	0	1	trynna watch m2m and keep getting disturbed
8469	omw to potomac mills	1	1	omw to potomac mills
8470	i hate sleepin alone .... that shit gay	0	1	i hate sleepin alone .... that shit gay
8471	patriots will not be the same without hernandez	0	0	patriots will not be the same without hernandez
8472	"autumn left like an hour ago and my dad just came upstairs and said \where's your friend ? "" _twitter-entity_ """	1	0	"autumn left like an hour ago and my dad just came upstairs and said \where's your friend ? "" _twitter-entity_ """
8473	i gotta be up for 5	0	1	i gotta be up for 5
8474	s/o to them april babies . kuz they fools !	1	1	s/o to them april babies . kuz they fools !
8475	_twitter-entity_ _twitter-entity_ petty	1	1	_twitter-entity_ _twitter-entity_ petty
8476	_twitter-entity_ baby voice	1	0	_twitter-entity_ baby voice
8477	i just want my bestfriend right now lol , but nahhh	1	0	i just want my bestfriend right now lol , but nahhh
8478	shit a cool as girlfriend she a keeper	1	1	shit a cool as girlfriend she a keeper
8479	hunger games 2 for the third time ! #whynot	1	0	hunger games 2 for the third time ! #whynot
8480	looking like the epitome of ratchet at work today .	0	0	looking like the epitome of ratchet at work today .
8481	. goodmoringg twitter â¡chiptweets !	1	1	. goodmoringg twitter â¡chiptweets !
8482	nothing like being woken up at 8am to drive 2hrs . for tires	0	0	nothing like being woken up at 8am to drive 2hrs . for tires
8483	_twitter-entity_ tf was the purpose for that ?	0	1	_twitter-entity_ tf was the purpose for that ?
8484	for the life of me i'll never understand rude people . #goldenrule	0	0	for the life of me i'll never understand rude people . #goldenrule
8485	phone on 14%	0	1	phone on 14%
8486	i wanna do something fun	0	0	i wanna do something fun
8487	_twitter-entity_ hahaha of course that always happens to me too !	1	0	_twitter-entity_ hahaha of course that always happens to me too !
8488	hate being pregnant .. shit makes me too emotional .. i'll cry over the dumbest shit uugghh	0	1	hate being pregnant .. shit makes me too emotional .. i'll cry over the dumbest shit uugghh
8489	drifting off ....	0	0	drifting off ....
8490	keeshon just fell up the stairs _twitter-entity_	1	0	keeshon just fell up the stairs _twitter-entity_
8491	it's goin to a long day work and school	0	1	it's goin to a long day work and school
8492	bet if nigier was texting her she'd texting fast as shit	1	1	bet if nigier was texting her she'd texting fast as shit
8493	slammed my foot in the door	0	1	slammed my foot in the door
8494	if you text me and i act weird , that is why .	1	0	if you text me and i act weird , that is why .
8495	oh fuck it's friday the 13th	0	0	oh fuck it's friday the 13th
8496	why can't i just fall asleep	0	0	why can't i just fall asleep
8497	what happened to the 3g	0	0	what happened to the 3g
8498	she really a dh yo	0	1	she really a dh yo
8499	it's been 4 years since _twitter-entity_ has been to columbus ... i smell a tour coming in 2014 !!	1	0	it's been 4 years since _twitter-entity_ has been to columbus ... i smell a tour coming in 2014 !!
8500	pretty sure these people tricked us saying this was leadership camp , and it's really just fat camp . i've never walked so far in my life	1	0	pretty sure these people tricked us saying this was leadership camp , and it's really just fat camp . i've never walked so far in my life
8501	takes about an hour under my blankets for my feet to get warm	0	0	takes about an hour under my blankets for my feet to get warm
8502	i just wanna be friends with everyone no being hateful & amp ; stufff	1	0	i just wanna be friends with everyone no being hateful & amp ; stufff
8503	_twitter-entity_ _twitter-entity_ she said she ain't go tell mane . chill	0	1	_twitter-entity_ _twitter-entity_ she said she ain't go tell mane . chill
8504	_twitter-entity_ she's not got us fooled anymore we're big girls now !	1	0	_twitter-entity_ she's not got us fooled anymore we're big girls now !
8505	mixed emotions & lt ; & lt ; & lt ; & lt ; & lt ; & lt ; & lt ; & lt ; & lt ; & lt ; & lt ; & lt ; & lt ;	1	1	mixed emotions & lt ; & lt ; & lt ; & lt ; & lt ; & lt ; & lt ; & lt ; & lt ; & lt ; & lt ; & lt ; & lt ;
8506	waiting on this mail to run i'm gone be pissdt if my shit don't come today	0	1	waiting on this mail to run i'm gone be pissdt if my shit don't come today
8507	he say that he a boss but he never took a loss â	0	1	he say that he a boss but he never took a loss â
8508	leaving town in 6 hours . can't decide weather to go asleep or stay awake .	0	0	leaving town in 6 hours . can't decide weather to go asleep or stay awake .
